sample,label
5_19_2131909,2
5_19_2131932,3
5_19_2132056,1
5_19_2132072,3
5_19_2132093,2
5_19_2132100,2
5_19_2132110,1
5_19_2132119,5
5_19_2132129,1
5_19_2132141,1
5_19_2132143,3
5_19_2132181,1
5_19_2132182,1
5_19_2132186,2
5_19_2132205,1
5_19_2132207,1
5_19_2132212,3
5_19_2132229,1
5_19_2132256,2
5_19_2132257,2
5_19_2132268,1
5_19_2132274,1
5_19_2132275,1
5_19_2132278,3
5_19_2140173,5
5_19_2140178,3
5_19_2140184,1
5_19_2140198,4
5_19_2140209,1
5_19_2140232,3
5_19_2140237,4
5_19_2140239,2
5_19_2140308,2
5_19_2140339,3
5_19_2140344,2
5_19_2140349,3
5_19_2140360,3
5_19_2140367,2
5_19_2140380,1
5_19_2140474,1
5_19_2140548,1
5_19_2152568,1
5_19_2160489,1
5_19_2160623,1
5_19_2160639,2
5_19_2160648,1
5_19_2160699,1
5_19_2160730,1
5_19_2160736,1
5_19_2160755,4
5_19_2160799,4
5_19_2160821,2
5_19_2160965,2
5_19_2170336,2
5_19_2241126,5
5_19_2270800,4
5_19_2271052,4
5_19_2271229,4
5_19_2350829,4
5_19_2350997,4
5_19_2351003,5
5_19_2351343,5
5_19_2351451,4
5_19_2351472,4
5_19_2381438,5
5_19_2381626,4
5_19_2391130,3
5_19_2460126,4
5_20_2910440,2
5_20_2910460,2
5_20_2910466,1
5_20_2910518,2
5_20_2910573,2
5_20_2910660,3
5_20_2910693,1
5_20_2910793,1
5_20_2910826,2
5_20_2910839,1
5_20_2910857,1
5_20_2910863,3
5_20_2910888,3
5_20_2910895,3
5_20_2910896,2
5_20_2910913,1
5_20_2910929,1
5_20_2910930,2
5_20_2910931,1
5_20_2910956,3
5_20_2910974,2
5_20_2910975,3
5_20_2910996,1
5_20_2911014,5
5_20_2911019,2
5_20_2911037,2
5_20_2911041,2
5_20_2911065,5
5_20_2911073,1
5_20_2911081,2
5_20_2911083,1
5_20_2911086,2
5_20_2911095,1
5_20_2911126,4
5_20_2911127,3
5_20_2911136,1
5_20_2911138,1
5_20_2911144,3
5_20_2911160,2
5_20_2911162,2
5_20_2911180,1
5_20_2911192,2
5_20_2911213,2
5_20_2911227,1
5_20_2911241,1
5_20_2911260,3
5_20_2911278,1
5_20_2911305,3
5_20_2911337,2
5_20_2930879,2
5_20_2930891,2
5_20_2930892,2
5_20_2930893,2
5_20_2930911,2
5_20_3020218,1
5_20_3020332,3
5_20_3020368,2
5_20_3020399,3
5_20_3020464,1
5_20_3020641,1
5_20_3020655,2
5_20_3020671,3
5_20_3021371,1
5_20_3040999,1
5_20_3041230,2
5_20_3041257,1
5_20_3041287,2
5_20_3041349,3
5_20_3041377,3
5_20_3041385,1
5_20_3041394,1
5_20_3041406,2
5_20_3041409,3
5_20_3041410,2
5_20_3041415,4
5_20_3041424,2
5_20_3041432,3
5_20_3041441,2
5_20_3041462,2
5_20_3041464,2
5_20_3041465,2
5_20_3041469,1
5_20_3041474,2
5_20_3041477,2
5_20_3041479,2
5_20_3041499,2
5_20_3041503,3
5_20_3041507,5
5_20_3041512,3
5_20_3041516,1
5_20_3041519,2
5_20_3041526,2
5_20_3041529,1
5_20_3041532,3
5_20_3041537,2
5_20_3041544,2
5_20_3041548,3
5_20_3041561,2
5_20_3041566,4
5_20_3041576,2
5_20_3041584,4
5_20_3041591,2
5_20_3041593,3
5_20_3041594,1
5_20_3041604,3
5_20_3041606,3
5_20_3041610,3
5_20_3041619,2
5_20_3041629,2
5_20_3041631,2
5_20_3041638,3
5_20_3041656,3
5_20_3041719,5
5_20_3041801,2
5_20_3042002,2
5_20_3110986,5
5_20_3111238,4
5_20_3111347,5
5_20_3111434,4
5_20_3120189,5
5_20_3120274,4
5_20_3120730,5
5_20_3120802,4
5_20_3121020,5
5_20_3121026,4
5_20_3121041,4
5_20_3121044,5
5_20_3121116,4
5_20_3121133,5
5_20_3121160,5
5_20_3121277,5
5_20_3121285,5
5_20_3121347,5
5_20_3121353,5
5_20_3150439,2
5_20_3150466,4
5_20_3220092,4
5_20_3260833,4
5_20_3261496,5
5_20_3261615,4
5_20_3270121,4
6_21_490428,2
6_21_490429,4
6_21_490471,3
6_21_490509,4
6_21_490531,1
6_21_490557,3
6_21_490588,2
6_21_490612,4
6_21_490653,2
6_21_490656,3
6_21_490658,2
6_21_490681,1
6_21_490687,1
6_21_490698,2
6_21_490706,2
6_21_490708,2
6_21_490715,3
6_21_490740,4
6_21_490742,1
6_21_490745,3
6_21_490748,3
6_21_490755,1
6_21_490757,4
6_21_490782,2
6_21_490787,2
6_21_490788,1
6_21_490795,1
6_21_490832,3
6_21_490854,2
6_21_490856,1
6_21_490864,2
6_21_490865,2
6_21_490872,2
6_21_490875,2
6_21_490888,1
6_21_490892,1
6_21_490904,2
6_21_490905,2
6_21_490907,2
6_21_490911,1
6_21_490933,1
6_21_490940,4
6_21_490951,3
6_21_490956,1
6_21_490971,2
6_21_491023,2
6_21_491024,2
6_21_491062,4
6_21_491098,2
6_21_491130,1
6_21_491131,1
6_21_511285,3
6_21_511332,4
6_21_511418,1
6_21_511419,3
6_21_511421,1
6_21_511433,3
6_21_511442,1
6_21_511451,3
6_21_511452,3
6_21_511463,1
6_21_511465,3
6_21_511490,3
6_21_511495,1
6_21_511512,1
6_21_511513,1
6_21_511515,2
6_21_511536,1
6_21_511551,2
6_21_511558,2
6_21_511560,3
6_21_511579,3
6_21_511582,1
6_21_511591,1
6_21_511607,1
6_21_511609,2
6_21_511610,4
6_21_511613,1
6_21_511618,1
6_21_511629,1
6_21_511635,1
6_21_511640,2
6_21_511647,2
6_21_511651,2
6_21_511662,2
6_21_511669,3
6_21_511671,2
6_21_511674,3
6_21_511676,4
6_21_511677,3
6_21_511681,1
6_21_511689,1
6_21_511691,1
6_21_511693,3
6_21_511696,2
6_21_511703,2
6_21_511720,3
6_21_511727,2
6_21_511729,2
6_21_511738,2
6_21_511740,1
6_21_511748,3
6_21_511749,2
6_21_511754,2
6_21_511757,2
6_21_511761,2
6_21_511763,2
6_21_511766,2
6_21_511769,1
6_21_511795,1
6_21_511806,1
6_21_511813,1
6_21_511817,3
6_21_511833,2
6_21_511838,1
6_21_511840,3
6_21_511845,3
6_21_511864,2
6_21_511867,4
6_21_511894,2
6_21_511896,3
6_21_511897,4
6_21_511907,2
6_21_511908,3
6_21_511963,3
6_21_512006,3
6_21_600238,5
6_21_600241,5
6_21_600324,5
6_21_600325,5
6_21_600407,4
6_21_600557,4
6_21_600674,1
6_21_620997,1
6_21_621099,1
6_21_700554,5
6_21_700565,4
6_21_700588,5
6_21_700824,4
6_21_700933,4
6_21_700967,4
6_21_701301,4
6_21_701588,5
6_21_701748,5
6_21_701943,4
6_21_710276,3
6_21_710335,4
6_21_710340,5
6_21_710344,5
6_21_731170,4
6_21_731390,4
6_21_731446,4
6_21_731484,4
6_21_731664,5
6_21_740826,3
6_21_740948,4
6_21_740974,4
6_21_850537,4
6_22_1260841,3
6_22_1280812,3
6_22_1362408,5
6_22_1370359,4
6_22_1370364,3
6_22_1370446,3
6_22_1370613,2
6_22_1370626,2
6_22_1370630,1
6_22_1370652,1
6_22_1370680,1
6_22_1370695,1
6_22_1370745,2
6_22_1370750,2
6_22_1370753,3
6_22_1370759,3
6_22_1370762,2
6_22_1370777,3
6_22_1370783,1
6_22_1370792,2
6_22_1370793,2
6_22_1370810,1
6_22_1370857,2
6_22_1370858,2
6_22_1370885,2
6_22_1370902,2
6_22_1370903,3
6_22_1370909,1
6_22_1370939,2
6_22_1370943,1
6_22_1370956,3
6_22_1370997,3
6_22_1371030,2
6_22_1371034,4
6_22_1371041,2
6_22_1371075,2
6_22_1371082,2
6_22_1371084,2
6_22_1371102,4
6_22_1371192,2
6_22_1371601,1
6_22_1391455,3
6_22_1391498,2
6_22_1391501,3
6_22_1391503,2
6_22_1391505,1
6_22_1391511,1
6_22_1391523,1
6_22_1391529,3
6_22_1391546,2
6_22_1391555,2
6_22_1391584,1
6_22_1391603,2
6_22_1391609,1
6_22_1391626,1
6_22_1391631,1
6_22_1391633,1
6_22_1391642,2
6_22_1391645,1
6_22_1391669,2
6_22_1391701,3
6_22_1391738,4
6_22_1391739,2
6_22_1391742,2
6_22_1391745,2
6_22_1391748,2
6_22_1391764,2
6_22_1391775,3
6_22_1391776,3
6_22_1391784,1
6_22_1391794,3
6_22_1391805,2
6_22_1391827,3
6_22_1391834,3
6_22_1391852,3
6_22_1391870,3
6_22_1391874,2
6_22_1391888,2
6_22_1391894,3
6_22_1391902,2
6_22_1391913,3
6_22_1391939,3
6_22_1391973,1
6_22_1391981,3
6_22_1391996,2
6_22_1391997,4
6_22_1392000,1
6_22_1392005,1
6_22_1392025,4
6_22_1392042,3
6_22_1392073,1
6_22_1471648,4
6_22_1471747,5
6_22_1471905,4
6_22_1471942,5
6_22_1472004,4
6_22_1472026,2
6_22_1480126,4
6_22_1480162,5
6_22_1480225,4
6_22_1480247,4
6_22_1480449,5
6_22_1480453,5
6_22_1580255,4
6_22_1580276,5
6_22_1581344,4
6_22_1581356,4
6_22_1581369,4
6_22_1581566,4
6_22_1581704,5
6_22_1581717,5
6_22_1581737,5
6_22_1611191,5
6_22_1611379,4
6_22_1611451,4
6_22_1611465,4
6_22_1611632,4
6_22_1620640,5
6_22_1620689,4
6_22_1620856,4
6_22_1620894,4
6_23_2140366,4
6_23_2140424,3
6_23_2140500,2
6_23_2140511,1
6_23_2140585,1
6_23_2140586,3
6_23_2140591,1
6_23_2140638,2
6_23_2140645,2
6_23_2140650,3
6_23_2140664,4
6_23_2140683,1
6_23_2140720,3
6_23_2140766,3
6_23_2140807,2
6_23_2140820,2
6_23_2140829,2
6_23_2140835,2
6_23_2140850,3
6_23_2140856,2
6_23_2140869,1
6_23_2140870,2
6_23_2140885,3
6_23_2140900,2
6_23_2140901,1
6_23_2140906,2
6_23_2140934,1
6_23_2140946,2
6_23_2140961,3
6_23_2140968,3
6_23_2140972,1
6_23_2140973,1
6_23_2140988,2
6_23_2141001,1
6_23_2141014,2
6_23_2141023,2
6_23_2141025,1
6_23_2141028,1
6_23_2141058,2
6_23_2141079,2
6_23_2141100,2
6_23_2141130,1
6_23_2141224,3
6_23_2141343,2
6_23_2160888,5
6_23_2160915,2
6_23_2160940,2
6_23_2160942,2
6_23_2160944,2
6_23_2160972,1
6_23_2160997,1
6_23_2161014,4
6_23_2161015,2
6_23_2161024,3
6_23_2161042,2
6_23_2161051,4
6_23_2161056,2
6_23_2161069,2
6_23_2161077,1
6_23_2161079,2
6_23_2161084,2
6_23_2161087,2
6_23_2161100,2
6_23_2161102,1
6_23_2161114,2
6_23_2161120,3
6_23_2161139,3
6_23_2161140,2
6_23_2161150,1
6_23_2161156,2
6_23_2161159,1
6_23_2161160,1
6_23_2161174,4
6_23_2161183,2
6_23_2161185,3
6_23_2161191,1
6_23_2161195,2
6_23_2161206,3
6_23_2161208,1
6_23_2161213,3
6_23_2161224,2
6_23_2161229,1
6_23_2161232,1
6_23_2161235,1
6_23_2161238,3
6_23_2161240,3
6_23_2161253,2
6_23_2161255,1
6_23_2161256,1
6_23_2161258,2
6_23_2161270,1
6_23_2161272,2
6_23_2161284,1
6_23_2161305,1
6_23_2161315,3
6_23_2161333,2
6_23_2161338,1
6_23_2161355,3
6_23_2161390,3
6_23_2161447,2
6_23_2161467,2
6_23_2161623,1
6_23_2240435,4
6_23_2241924,3
6_23_2250311,2
6_23_2250326,3
6_23_2250343,3
6_23_2250369,2
6_23_2250382,1
6_23_2250391,1
6_23_2250432,3
6_23_2250437,2
6_23_2250475,1
6_23_2250521,1
6_23_2250532,3
6_23_2250561,3
6_23_2250577,3
6_23_2250605,2
6_23_2250607,3
6_23_2270998,3
6_23_2271008,2
6_23_2271020,3
6_23_2271034,4
6_23_2271074,2
6_23_2271086,2
6_23_2271097,4
6_23_2271146,1
6_23_2271148,3
6_23_2271155,1
6_23_2271167,2
6_23_2271206,3
6_23_2271225,1
6_23_2271231,2
6_23_2271238,5
6_23_2271256,2
6_23_2271266,2
6_23_2271275,3
6_23_2271290,2
6_23_2271333,3
6_23_2271348,2
6_23_2271355,2
6_23_2271429,4
6_23_2350837,4
6_23_2351207,4
6_23_2351592,5
6_23_2351616,5
6_23_2351619,4
6_23_2351630,4
6_23_2351745,4
6_23_2351773,4
6_23_2351834,4
6_23_2351950,4
6_23_2351966,5
6_23_2352015,4
6_23_2360128,4
6_23_2380770,5
6_23_2380983,4
6_23_2381005,4
6_23_2381022,4
6_23_2381048,4
6_23_2381078,5
6_23_2381095,5
6_23_2381109,5
6_23_2381120,4
6_23_2381132,4
6_23_2381139,4
6_23_2381249,1
6_23_2491299,5
6_23_2491483,4
6_23_2491525,4
6_23_2500399,4
6_23_2500462,4
6_23_2500482,4
6_24_2930226,3
6_24_2930246,1
6_24_2930294,1
6_24_2930309,3
6_24_2930319,3
6_24_2930333,1
6_24_2930345,3
6_24_2930348,2
6_24_2930370,4
6_24_2930375,4
6_24_2930376,1
6_24_2930389,3
6_24_2930390,1
6_24_2930396,5
6_24_2930406,2
6_24_2930458,2
6_24_2930468,2
6_24_2930473,2
6_24_2930474,2
6_24_2930483,2
6_24_2930485,1
6_24_2930494,1
6_24_2930503,2
6_24_2930511,2
6_24_2930519,1
6_24_2930537,3
6_24_2930540,2
6_24_2930554,3
6_24_2930558,3
6_24_2930579,2
6_24_2930587,2
6_24_2930603,3
6_24_2930608,1
6_24_2930613,1
6_24_2930618,3
6_24_2930627,3
6_24_2930639,2
6_24_2930646,2
6_24_2930649,3
6_24_2930651,2
6_24_2930661,3
6_24_2930663,1
6_24_2930665,4
6_24_2930690,3
6_24_2930728,3
6_24_2930744,3
6_24_2930747,2
6_24_2930782,3
6_24_2930792,3
6_24_3010516,5
6_24_3011853,3
6_24_3011858,3
6_24_3011904,2
6_24_3011955,2
6_24_3011989,2
6_24_3012003,2
6_24_3012007,3
6_24_3012047,3
6_24_3012049,2
6_24_3012097,2
6_24_3012107,2
6_24_3020119,2
6_24_3020165,2
6_24_3020180,2
6_24_3020240,1
6_24_3020314,3
6_24_3020320,2
6_24_3020326,2
6_24_3020337,4
6_24_3020355,3
6_24_3020373,4
6_24_3020382,2
6_24_3020390,2
6_24_3020425,2
6_24_3020446,3
6_24_3020486,1
6_24_3020524,2
6_24_3020533,1
6_24_3020630,3
6_24_3040649,3
6_24_3040710,2
6_24_3040800,2
6_24_3040857,2
6_24_3040895,2
6_24_3040897,2
6_24_3040929,3
6_24_3040944,2
6_24_3040985,2
6_24_3040995,3
6_24_3041025,3
6_24_3121665,4
6_24_3121777,5
6_24_3130153,5
6_24_3130238,3
6_24_3130368,4
6_24_3130448,2
6_24_3150988,1
6_24_3151163,5
6_24_3151232,4
6_24_3151253,4
6_24_3151314,4
6_24_3151390,4
6_24_3151434,4
6_24_3151439,4
6_24_3151560,5
6_24_3160553,4
6_24_3160711,4
6_24_3160733,5
6_24_3161093,4
6_24_3161128,4
6_24_3161418,4
6_24_3231587,4
6_24_3231700,4
6_24_3240075,4
6_24_3240224,5
6_24_3270908,4
7_25_371350,4
7_25_371355,2
7_25_380110,4
7_25_380190,1
7_25_380191,4
7_25_380201,4
7_25_380202,2
7_25_380228,3
7_25_400550,4
7_25_400585,4
7_25_400586,2
7_25_400595,3
7_25_400614,1
7_25_400660,2
7_25_400674,1
7_25_400681,1
7_25_400690,1
7_25_400706,1
7_25_400715,5
7_25_400720,1
7_25_400731,5
7_25_400732,4
7_25_400760,3
7_25_400767,3
7_25_400768,3
7_25_400805,2
7_25_400824,3
7_25_400836,2
7_25_400837,3
7_25_400854,1
7_25_400874,3
7_25_400878,3
7_25_400886,2
7_25_400899,2
7_25_400929,2
7_25_400962,1
7_25_400967,3
7_25_401002,2
7_25_401010,4
7_25_401017,2
7_25_401039,2
7_25_401150,3
7_25_401642,5
7_25_480282,4
7_25_482042,4
7_25_482047,2
7_25_482053,3
7_25_482075,3
7_25_482080,4
7_25_482091,3
7_25_482095,1
7_25_482100,1
7_25_482117,1
7_25_482121,2
7_25_482128,4
7_25_482144,2
7_25_482148,2
7_25_482156,2
7_25_482175,1
7_25_482184,2
7_25_482186,4
7_25_482201,4
7_25_482206,2
7_25_482210,2
7_25_482223,4
7_25_482243,1
7_25_482251,2
7_25_482265,1
7_25_482286,2
7_25_490092,1
7_25_490161,4
7_25_490253,4
7_25_490258,2
7_25_490270,5
7_25_490290,3
7_25_490291,5
7_25_490307,2
7_25_490317,2
7_25_490327,2
7_25_490340,2
7_25_490361,1
7_25_490367,2
7_25_490377,1
7_25_490387,2
7_25_490430,3
7_25_490461,2
7_25_490685,1
7_25_511104,5
7_25_511116,4
7_25_511171,2
7_25_511284,5
7_25_511290,4
7_25_511291,4
7_25_511325,5
7_25_511327,4
7_25_511334,5
7_25_511355,4
7_25_511356,4
7_25_511381,5
7_25_600438,4
7_25_600444,5
7_25_600600,1
7_25_621216,4
7_25_621244,5
7_25_621628,4
7_25_630462,4
7_25_630651,4
7_25_630812,4
7_25_630829,2
7_25_630848,4
7_25_630860,4
7_25_630952,5
7_25_631107,4
7_25_631292,4
7_25_631339,4
7_25_631361,4
7_25_631380,4
7_25_631388,4
7_26_1150600,2
7_26_1150602,1
7_26_1150607,4
7_26_1150616,2
7_26_1150623,2
7_26_1150650,1
7_26_1150654,1
7_26_1150672,2
7_26_1150680,3
7_26_1150695,5
7_26_1150716,3
7_26_1150728,2
7_26_1150743,2
7_26_1150765,1
7_26_1150766,3
7_26_1150767,1
7_26_1150781,3
7_26_1150789,1
7_26_1150796,1
7_26_1150805,1
7_26_1150806,3
7_26_1150812,2
7_26_1150814,2
7_26_1150826,1
7_26_1150828,2
7_26_1150831,2
7_26_1150838,2
7_26_1150839,3
7_26_1150840,4
7_26_1150845,4
7_26_1150878,2
7_26_1150886,4
7_26_1150897,2
7_26_1150906,1
7_26_1150917,3
7_26_1150920,2
7_26_1150924,4
7_26_1150926,1
7_26_1150938,4
7_26_1150957,5
7_26_1170994,3
7_26_1171010,1
7_26_1171022,2
7_26_1171032,1
7_26_1171050,1
7_26_1171061,1
7_26_1171071,1
7_26_1171075,2
7_26_1171119,3
7_26_1171131,2
7_26_1171138,1
7_26_1171140,2
7_26_1171145,3
7_26_1171156,3
7_26_1171165,2
7_26_1171167,2
7_26_1171168,3
7_26_1171202,3
7_26_1171212,3
7_26_1171214,4
7_26_1171218,4
7_26_1171219,3
7_26_1171220,2
7_26_1171222,5
7_26_1171223,1
7_26_1171231,2
7_26_1171242,3
7_26_1171247,2
7_26_1171250,1
7_26_1171254,3
7_26_1171262,2
7_26_1171264,1
7_26_1171283,3
7_26_1171285,3
7_26_1171300,1
7_26_1171304,2
7_26_1171318,2
7_26_1171320,1
7_26_1171326,2
7_26_1171335,3
7_26_1171342,3
7_26_1171362,1
7_26_1171377,1
7_26_1171400,4
7_26_1171429,4
7_26_1171471,2
7_26_1171489,2
7_26_1171517,1
7_26_1171529,2
7_26_1180369,5
7_26_1260307,2
7_26_1260373,3
7_26_1260435,2
7_26_1260444,4
7_26_1260463,3
7_26_1260476,1
7_26_1260604,3
7_26_1260628,3
7_26_1260640,4
7_26_1260670,1
7_26_1260677,2
7_26_1260681,2
7_26_1260688,2
7_26_1260697,1
7_26_1260732,3
7_26_1260764,2
7_26_1280999,1
7_26_1281066,1
7_26_1281120,1
7_26_1281140,1
7_26_1281219,2
7_26_1281222,2
7_26_1281229,4
7_26_1281271,2
7_26_1281286,1
7_26_1281299,1
7_26_1360812,5
7_26_1361094,4
7_26_1361150,4
7_26_1361171,4
7_26_1361790,5
7_26_1361880,5
7_26_1361884,4
7_26_1361979,4
7_26_1370135,4
7_26_1370222,5
7_26_1370226,4
7_26_1370314,4
7_26_1391175,5
7_26_1391296,2
7_26_1391311,4
7_26_1391342,3
7_26_1391388,5
7_26_1391419,5
7_26_1391432,5
7_26_1391483,4
7_26_1391486,5
7_26_1391562,5
7_26_1391636,4
7_26_1400185,4
7_26_1400480,4
7_26_1400646,4
7_26_1400686,4
7_26_1400768,4
7_26_1400825,5
7_26_1400874,5
7_26_1400911,4
7_26_1401044,4
7_26_1401098,4
7_26_1401111,5
7_27_1920445,1
7_27_1920455,1
7_27_1920484,1
7_27_1920486,3
7_27_1920510,2
7_27_1920514,4
7_27_1920523,3
7_27_1920531,3
7_27_1920565,2
7_27_1920574,2
7_27_1920592,3
7_27_1920594,1
7_27_1920597,1
7_27_1920599,2
7_27_1920605,2
7_27_1920621,2
7_27_1920625,3
7_27_1920657,3
7_27_1920659,2
7_27_1920662,3
7_27_1920663,2
7_27_1920689,2
7_27_1920694,4
7_27_1920696,2
7_27_1920717,3
7_27_1920738,1
7_27_1920739,3
7_27_1920743,1
7_27_1920744,3
7_27_1920748,2
7_27_1920753,1
7_27_1920756,2
7_27_1920767,2
7_27_1920768,3
7_27_1920778,1
7_27_1920786,2
7_27_1920812,4
7_27_1920820,3
7_27_1920829,3
7_27_1920835,2
7_27_1920841,3
7_27_1920844,1
7_27_1920847,3
7_27_1920850,2
7_27_1920851,1
7_27_1920854,2
7_27_1920862,3
7_27_1920867,1
7_27_1920876,4
7_27_1920888,2
7_27_1920897,2
7_27_1920904,2
7_27_1920905,3
7_27_1920908,2
7_27_1920924,3
7_27_1920928,3
7_27_1920933,3
7_27_1920941,1
7_27_1920946,1
7_27_1920955,1
7_27_1920966,1
7_27_1920974,3
7_27_1920990,1
7_27_1920992,1
7_27_1920997,4
7_27_1920998,1
7_27_1921001,1
7_27_1921004,2
7_27_1921009,1
7_27_1921015,3
7_27_1921016,1
7_27_1921022,2
7_27_1921023,3
7_27_1921029,2
7_27_1921039,1
7_27_1921043,2
7_27_1921049,2
7_27_1921051,2
7_27_1921053,4
7_27_1921064,3
7_27_1921077,3
7_27_1921080,2
7_27_1921086,4
7_27_1921100,4
7_27_1921103,3
7_27_1921121,1
7_27_1921125,3
7_27_1921138,4
7_27_1921140,4
7_27_1921151,2
7_27_1921199,3
7_27_1921220,3
7_27_1921227,3
7_27_1921274,3
7_27_1921297,3
7_27_1941130,2
7_27_1941182,2
7_27_1941207,1
7_27_1941224,2
7_27_1941229,3
7_27_1941237,1
7_27_1941247,1
7_27_1941251,2
7_27_1941258,3
7_27_1941267,3
7_27_1941271,3
7_27_1941272,2
7_27_1941274,1
7_27_1941279,5
7_27_1941288,1
7_27_1941297,3
7_27_1941306,1
7_27_1941314,4
7_27_1941320,2
7_27_1941340,1
7_27_1941341,2
7_27_1941347,3
7_27_1941352,2
7_27_1941354,2
7_27_1941355,4
7_27_1941357,2
7_27_1941359,4
7_27_1941369,1
7_27_1941379,3
7_27_1941382,1
7_27_1941385,1
7_27_1941387,3
7_27_1941392,1
7_27_1941394,3
7_27_1941396,1
7_27_1941397,3
7_27_1941405,1
7_27_1941408,3
7_27_1941410,4
7_27_1941414,4
7_27_1941417,2
7_27_1941421,3
7_27_1941427,2
7_27_1941431,3
7_27_1941435,3
7_27_1941442,1
7_27_1941443,3
7_27_1941453,2
7_27_1941454,2
7_27_1941458,1
7_27_1941467,3
7_27_1941468,4
7_27_1941469,3
7_27_1941470,1
7_27_1941479,3
7_27_1941483,3
7_27_1941485,4
7_27_1941491,3
7_27_1941496,2
7_27_1941498,1
7_27_1941500,3
7_27_1941503,1
7_27_1941507,1
7_27_1941510,3
7_27_1941517,1
7_27_1941520,1
7_27_1941523,3
7_27_1941525,3
7_27_1941534,4
7_27_1941540,3
7_27_1941541,2
7_27_1941546,1
7_27_1941548,2
7_27_1941559,3
7_27_1941561,3
7_27_1941564,2
7_27_1941570,3
7_27_1941571,2
7_27_1941572,4
7_27_1941575,2
7_27_1941576,3
7_27_1941588,3
7_27_1941589,4
7_27_1941592,2
7_27_1941594,1
7_27_1941609,3
7_27_1941613,3
7_27_1941622,3
7_27_1941626,3
7_27_1941627,1
7_27_1941630,3
7_27_1941643,3
7_27_1941647,3
7_27_1941648,4
7_27_1941649,2
7_27_1941652,1
7_27_1941653,2
7_27_1941665,3
